path,g,ttfb,words,ld,faq,internal,imgs,noalt,h1,tl,dl,kb,clicks,impressions,position,ga4Sessions,ga4Engagement
~software/strapi-vs-ghost-2,1,116,1842,1,1,23,1,0,1,78,155,246,10,1305,7.3,25,24
~software/mastering-agile-frameworks,1,117,7137,1,0,42,1,0,1,56,131,287,3,5264,24.6,27,3
~ecommerce/ecommerce-platforms-b2b-d2c,1,111,7548,1,1,58,3,0,1,46,143,295,0,2201,22.5,16,4
~ecommerce/ecommerce-in-indonesia,1,114,6001,1,1,41,3,0,1,50,142,286,2,7986,21.2,12,19
~ecommerce/ecommerce-in-malaysia,1,109,6345,1,1,37,1,0,1,58,146,281,3,2243,44.7,52,17
~software/software-development-standards,1,108,1696,1,0,18,3,0,1,59,106,236,0,1379,40.7,0,
~software/software-development-process-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,142,36,0,
~software/scope-of-mobile-app-development,1,108,3060,1,0,31,5,0,1,54,132,250,27,1863,49.1,54,27
~technologies/ai-chatbots-for-startups,1,105,1598,1,0,20,3,0,1,55,129,236,0,114,27.3,0,
~ui-ux/software-design-visuals-and-usability,1,109,2055,1,0,27,4,0,1,59,135,243,2,1377,19.9,0,
~ecommerce/e-commerce-platform-online-store,1,107,2080,1,0,23,4,1,1,59,102,240,0,410,66,0,
~technologies/serverless-architecture,1,110,2162,1,0,24,2,0,1,60,150,240,1,832,26.4,0,
~technologies/passwordless-authentication,1,106,2250,1,0,20,3,0,1,59,146,241,0,603,31.2,0,
~software/security-in-software-development,1,106,2208,1,0,40,3,0,1,50,107,243,1,1154,39,0,
~software/optimizing-software-performance,1,107,1921,1,0,27,4,0,1,54,135,240,0,6228,27.6,23,7
~technologies/3-step-guide-for-singpass-integration,1,108,1714,1,0,16,10,0,1,38,154,246,4,2618,23.5,28,38
,0,64,778,1,0,16,49,38,1,59,196,333,207,5216,5.6,1806,23
~,1,65,186,1,0,35,13,0,1,51,133,238,0,399,8.5,0,
above-diamond-ecommerce,3,69,625,1,0,1,17,16,0,58,184,260,0,0,,18,64
ecommerce-solutions,3,148,395,1,0,3,20,20,1,30,30,246,0,0,,0,
startup-solutions,3,141,335,1,0,3,20,20,1,28,28,242,1,90,7.8,0,
ai-solutions,3,144,367,1,0,3,20,20,1,23,23,252,0,0,,0,
sme-solutions,3,150,314,1,0,3,20,20,1,24,24,253,0,0,,0,
fintech-software-development,2,71,698,1,0,2,15,15,0,39,144,284,0,62,24.1,0,
strapi-js-development-services,2,149,498,1,0,4,27,20,0,32,139,283,0,79,50.4,0,
usecases,4,69,170,1,0,17,3,3,1,47,143,214,0,201,11.4,0,
custom-ecommerce-development,2,146,754,1,0,2,30,30,0,39,124,337,0,67,16,0,
technologies,2,140,567,1,0,2,24,24,0,50,141,275,1,204,8.9,0,
e-books,3,141,140,1,0,2,4,4,1,50,144,212,0,134,10.6,0,
ui-ux-design-services,2,108,339,1,0,4,29,22,0,23,132,279,1,90,28.8,0,
shopify-development-services,2,108,984,1,0,4,22,15,0,30,30,298,0,0,,0,
sanity-development-services,2,111,649,1,0,4,22,15,0,29,29,290,0,809,23.7,0,
ruby-on-rails-development-services,2,106,529,1,0,4,28,21,0,36,133,284,0,101,36,0,
react-native-development-services,2,106,509,1,0,4,27,20,0,35,35,282,0,0,,0,
react-js-development-services,2,113,487,1,0,4,28,21,0,31,150,283,0,0,,0,
software-product-discovery,3,111,503,1,0,4,23,16,0,28,143,275,0,93,12.4,0,
professional-node-js-development-services,2,133,490,1,0,4,28,21,0,30,30,284,0,0,,0,
medusa-js-development-services,2,111,483,1,0,4,27,20,0,32,134,281,1,842,25.9,0,
hydrogen-development-services,2,121,639,1,0,4,21,14,0,31,31,278,0,531,33,0,
d2c-ecommerce-development-services,2,110,582,1,0,4,29,22,0,36,138,297,0,1172,24,0,
cms-development-services,2,65,467,1,0,4,27,20,0,26,143,284,1,59,24.7,0,
b2c-ecommerce-development-services,2,110,581,1,0,4,29,22,0,36,130,297,0,569,22.1,12,1
b2b-ecommerce-development-services,2,75,561,1,0,4,29,22,0,36,142,297,0,90,23.5,0,
mvp-development,2,115,612,1,0,4,32,21,0,26,138,293,0,77,17,0,
mobile-development,2,119,635,1,0,4,32,21,0,33,133,294,0,173,12.5,0,
web-development,2,119,659,1,0,4,32,21,0,30,139,301,0,55,14.2,0,
ai-consulting-services,2,72,363,1,0,3,17,10,0,33,130,248,0,127,13.8,0,
generative-ai-development,2,69,481,1,0,3,16,9,0,36,134,262,0,67,15.7,0,
data-analytics-services,2,114,425,1,0,3,21,14,0,34,135,261,0,79,16.9,0,
machine-learning-model-engineering,3,107,395,1,0,3,23,16,0,45,129,258,0,116,26.7,0,
computer-vision-development,2,113,410,1,0,3,18,11,0,38,128,258,0,69,23.3,0,
how-we-work,3,74,493,1,0,1,31,20,1,48,134,266,1,89,12.7,15,18
cerebro-ai-driven-crypto,3,113,521,1,0,2,16,16,0,37,121,255,0,231,5.2,16,79
paint-manufacturing,3,110,509,1,0,2,13,13,0,30,133,248,0,58,15.4,0,
woocommerce-development,2,105,206,1,0,2,7,0,0,34,154,223,0,0,,0,
wordpress-development,2,66,204,1,0,2,7,0,0,32,154,223,0,0,,0,
generative-ai-integration,3,73,544,1,0,3,16,9,0,36,131,283,0,184,21.8,0,
careers,3,117,66,1,0,1,29,29,0,42,135,211,17,847,8.1,27,8
ai-driven-software-development,2,111,555,1,0,0,0,0,0,44,145,270,0,0,,0,
company,3,68,408,1,0,3,26,26,4,47,144,254,1,647,7.2,47,10
contact,3,66,22,1,0,0,16,16,1,32,137,211,0,240,6.2,30,12
payload-cms-development,2,110,275,1,0,2,7,0,0,34,139,229,4,481,22.2,0,
eyeset-mobile-application,3,74,649,1,0,1,4,4,0,38,119,241,0,1318,6.2,0,
delivery-framework,3,109,459,1,0,0,0,0,0,42,145,248,2,212,17.7,0,
testimonials,6,110,344,1,0,3,18,5,0,46,139,305,0,0,,0,
showcases,5,107,68,1,0,12,0,0,0,60,137,206,0,0,,0,
case-studies,3,111,64,1,0,8,8,8,1,52,139,206,1,158,7.2,0,
guides,3,65,261,1,0,4,8,8,1,64,140,236,0,549,11.4,0,
manufacturing,3,103,510,1,0,2,24,24,0,45,144,263,0,134,8.1,0,
elixir-phoenix-development,2,112,406,1,0,2,26,19,0,39,145,260,0,230,19.4,0,
nest-js-development,2,105,207,1,0,2,7,0,0,30,138,225,0,0,,0,
generative-ai-consulting,3,106,329,1,0,3,16,9,0,35,144,240,0,0,,0,
ai-poc-development,2,107,460,1,0,3,17,10,0,29,131,255,0,0,,0,
machine-learning-development-services,2,114,412,1,0,3,23,16,0,48,138,261,0,0,,0,
ai-development-services,2,111,426,1,0,3,17,10,0,34,138,263,0,0,,0,
ai-chatbot-development,2,118,441,1,0,3,17,10,0,33,138,264,0,0,,0,
habbit-sg,3,110,321,1,0,1,0,0,0,34,13,229,0,66,8.5,0,
wawasan-dengkil-order-management-platform,3,78,545,1,0,4,13,13,0,54,54,268,0,0,,0,
videos,3,113,10,1,0,0,1,1,1,17,54,193,0,58,7.3,0,
privacy,3,120,2387,1,0,3,0,0,1,25,154,216,1,123,6,14,9
ai-agent-development,2,70,403,1,0,3,17,10,0,31,31,259,0,0,,0,
ai-copilot-development,2,108,533,1,0,3,16,9,0,33,33,276,0,0,,0,
next-js-development,2,108,425,1,0,2,21,14,0,30,30,250,0,0,,0,
~showcase/ring-configurator,5,108,19,0,0,4,0,0,0,42,105,191,0,0,,0,
~showcase/wordpress-%e2%86%92-payload-cms-migration,5,168,186,1,0,35,13,0,1,51,133,238,0,0,,0,
~testimonial/paint-manufacturer,6,115,18,0,0,0,0,0,0,43,114,190,0,0,,0,
~testimonial/wawasan-dengkil,6,111,15,0,0,0,0,0,0,40,131,190,0,0,,0,
~testimonial/eyeset,6,110,19,0,0,0,0,0,0,31,133,190,0,0,,0,
~testimonial/cerebro,6,118,21,0,0,0,0,0,0,32,136,190,0,0,,0,
~testimonial/above,6,112,22,0,0,0,0,0,0,30,145,190,0,0,,0,
usecase/ai-driven-crypto-investment-recommendations,4,118,5531,0,0,10,6,0,1,54,159,260,0,200,13.6,0,
usecase/ai-for-manufacturing,4,119,5237,0,0,6,5,0,1,46,158,255,0,104,16.8,0,
usecase/ai-solutions-for-retail-ecommerce,4,114,5497,0,0,6,6,0,1,45,156,256,0,151,14.3,0,
~category/product-development,1,75,66,1,0,15,5,0,1,44,0,210,0,0,,0,
~category/software,1,112,110,1,0,34,10,0,1,33,0,222,0,0,,0,
~category/ui-ux,1,112,117,1,0,31,10,0,1,30,0,221,0,0,,0,
~category/technologies,1,107,101,1,0,30,10,0,1,37,0,221,0,0,,0,
~category/ecommerce,1,110,110,1,0,30,10,0,1,35,0,221,0,0,,0,
~category/ai,1,116,42,1,0,12,4,0,1,27,0,207,0,0,,0,
~industry/ecommerce,1,112,24,1,0,1,0,0,1,34,0,192,0,0,,0,
~industry/fintech,1,112,23,1,0,1,0,0,1,32,0,192,0,0,,0,
~industry/mobility,1,106,21,1,0,1,0,0,1,33,0,192,0,0,,0,
~industry/operations,1,112,18,1,0,1,0,0,1,35,0,192,0,0,,0,
~industry/manufacturing,1,169,186,1,0,35,13,0,1,51,133,238,0,0,,0,
~service/headless-commerce,1,111,25,1,0,1,0,0,1,42,0,192,0,0,,0,
~service/ai-ml,1,112,25,1,0,1,0,0,1,32,0,192,0,0,,0,
~service/mobile-backend,1,111,23,1,0,1,0,0,1,41,0,192,0,0,,0,
~service/web-mobile,1,110,20,1,0,1,0,0,1,37,0,192,0,0,,0,
~service/mes-lite-platform,1,107,22,1,0,1,0,0,1,42,0,192,0,0,,0,
~showcase-category/ecommerce,5,103,16,1,0,1,0,0,1,34,0,192,0,0,,0,
~showcase-category/cms-migration,5,108,20,1,0,1,0,0,1,38,0,192,0,0,,0,
utype/insight,3,112,183,1,0,6,3,3,1,32,0,195,0,0,,0,
